# sway_Torso_X
x,y
-0.290000,-0.006349
-0.292000,-0.006308
-0.294000,-0.006266
-0.296000,-0.006213
-0.298000,-0.006162
-0.300000,-0.006109
-0.302000,-0.006061
-0.304000,-0.006007
-0.306000,-0.005953
-0.308000,-0.005894
-0.310000,-0.005833
-0.312000,-0.005759
-0.314000,-0.005681
-0.316000,-0.005597
-0.318000,-0.005506
-0.320000,-0.005409
-0.322000,-0.005303
-0.324000,-0.005189
-0.326000,-0.005065
-0.328000,-0.004934
-0.330000,-0.004794
-0.332000,-0.004642
-0.334000,-0.004503
-0.336000,-0.004364
-0.338000,-0.004216
-0.340000,-0.004058
-0.342000,-0.003883
-0.344000,-0.003683
-0.346000,-0.003494
-0.348000,-0.003329
-0.350000,-0.003198
-0.352000,-0.003037
-0.354000,-0.002890
-0.356000,-0.002746
-0.358000,-0.002582
-0.360000,-0.002406
-0.362000,-0.002206
-0.364000,-0.001991
-0.366000,-0.001762
-0.368000,-0.001521
-0.370000,-0.001288
-0.372000,-0.001077
-0.374000,-0.000892
-0.376000,-0.000725
-0.378000,-0.000550
-0.380000,-0.000371
-0.382000,-0.000177
-0.384000,0.000021
-0.386000,0.000232
-0.388000,0.000444
-0.390000,0.000667
-0.392000,0.000896
-0.394000,0.001140
-0.396000,0.001395
-0.398000,0.001680
-0.400000,0.001980
-0.402000,0.002253
-0.404000,0.002500
-0.406000,0.002722
-0.408000,0.002838
-0.410000,0.002964
-0.412000,0.003061
-0.414000,0.003163
-0.416000,0.003241
-0.418000,0.003329
-0.420000,0.003406
-0.422000,0.003495
-0.424000,0.003576
-0.426000,0.003668
-0.428000,0.003752
-0.430000,0.003847
-0.432000,0.003938
-0.434000,0.004043
-0.436000,0.004138
-0.438000,0.004246
-0.440000,0.004346
-0.442000,0.004459
-0.444000,0.004565
-0.446000,0.004685
-0.448000,0.004798
-0.450000,0.004926
-0.452000,0.005037
-0.454000,0.005152
-0.456000,0.005251
-0.458000,0.005359
-0.460000,0.005457
-0.462000,0.005565
-0.464000,0.005663
-0.466000,0.005770
-0.468000,0.005866
-0.470000,0.005973
-0.472000,0.006058
-0.474000,0.006143
-0.476000,0.006207
-0.478000,0.006274
-0.480000,0.006324
-0.482000,0.006380
-0.484000,0.006421
-0.486000,0.006469
-0.488000,0.006502
-0.490000,0.006542
-0.492000,0.006563
-0.494000,0.006598
-0.496000,0.006608
-0.498000,0.006624
-0.500000,0.006623
-0.502000,0.006632
-0.504000,0.006626
-0.506000,0.006630
-0.508000,0.006623
-0.510000,0.006627
-0.512000,0.006621
-0.514000,0.006625
-0.516000,0.006617
-0.518000,0.006622
-0.520000,0.006615
-0.522000,0.006620
-0.524000,0.006607
-0.526000,0.006622
-0.528000,0.006616
-0.530000,0.006622
-0.532000,0.006618
-0.534000,0.006625
-0.536000,0.006619
-0.538000,0.006625
-0.540000,0.006619
-0.542000,0.006624
-0.544000,0.006616
-0.546000,0.006620
-0.548000,0.006612
-0.550000,0.006617
-0.552000,0.006610
-0.554000,0.006615
-0.556000,0.006607
-0.558000,0.006611
-0.560000,0.006602
-0.562000,0.006606
-0.564000,0.006597
-0.566000,0.006600
-0.568000,0.006591
-0.570000,0.006603
-0.572000,0.006626
-0.574000,0.006628
-0.576000,0.006615
-0.578000,0.006611
-0.580000,0.006600
-0.582000,0.006647
-0.584000,0.006689
-0.586000,0.006686
-0.588000,0.006663
-0.590000,0.006649
