# angle_Ankle
x,y
-0.352000,-16.929172
-0.350000,-16.670388
-0.348000,-16.454260
-0.346000,-16.049662
-0.344000,-15.464318
-0.342000,-14.866420
-0.340000,-14.418352
-0.338000,-14.152726
-0.336000,-13.932323
-0.334000,-13.608765
-0.332000,-13.168891
-0.330000,-12.703213
-0.328000,-12.300125
-0.326000,-11.893417
-0.324000,-11.444047
-0.322000,-10.974832
-0.320000,-10.519435
-0.318000,-10.099876
-0.316000,-9.717287
-0.314000,-9.351599
-0.312000,-8.982230
-0.310000,-8.604061
-0.308000,-8.227453
-0.306000,-7.835816
-0.304000,-7.434401
-0.302000,-7.040900
-0.300000,-6.665554
-0.298000,-6.314955
-0.296000,-5.986713
-0.294000,-5.668304
-0.292000,-5.349107
-0.290000,-5.026856
-0.288000,-4.707232
-0.286000,-4.410177
-0.284000,-4.134347
-0.282000,-3.874391
-0.280000,-3.625732
-0.278000,-3.382231
-0.276000,-3.146043
-0.274000,-2.915051
-0.272000,-2.690386
-0.270000,-2.469937
-0.268000,-2.254333
-0.266000,-2.077734
-0.264000,-1.938595
-0.262000,-1.816663
-0.260000,-1.679022
-0.258000,-1.514425
-0.256000,-1.342331
-0.254000,-1.175819
-0.252000,-1.027586
-0.250000,-0.907199
-0.248000,-0.814734
-0.246000,-0.779120
-0.244000,-0.782870
-0.242000,-0.793221
-0.240000,-0.785978
-0.238000,-0.767051
-0.236000,-0.753592
-0.234000,-0.756396
-0.232000,-0.772384
-0.230000,-0.787638
-0.228000,-0.794745
-0.226000,-0.860442
-0.224000,-0.987690
-0.222000,-1.127835
-0.220000,-1.252932
-0.218000,-1.357059
-0.216000,-1.452040
-0.214000,-1.553305
-0.212000,-1.668738
-0.210000,-1.795664
-0.208000,-1.921379
-0.206000,-2.096088
-0.204000,-2.315181
-0.202000,-2.536908
-0.200000,-2.739407
-0.198000,-2.919636
-0.196000,-3.087097
-0.194000,-3.255278
-0.192000,-3.430141
-0.190000,-3.607421
-0.188000,-3.778883
-0.186000,-3.946856
-0.184000,-4.112293
-0.182000,-4.273032
